"Ministry of Industry,
Commerce, Agriculture
& Fisheries"||||"Farmgate Prices (J$/Kg)
Week Ending March 06, 2021"||||||||||||||||
||||||||||||||||||||
||||||||||||||||||||
||||||||||||||||||||
||||||Manchester|||||||||St. Andrew|||||
||||||||||||||||||||
||||||Low||High||"Most
Frequent"|Supply|||Grade|Low|High|"Most
Frequent"|Supply||Grade
Commodity||Variety / Source||||||||||||||||||
||||||||||||||||||||
Broccoli||Local||||880||990||935|Moderate|||Excellent|770|880|880|Fair||Excellent
||||||||||||||||||||
Cabbage (Green)||Local||||99||132||132|Moderate|||Excellent|77|88|88|Fair||Excellent
Cabbage (Red)||Local||||-||-||-|-|||-|-|-|-|-||-
Callaloo||Shredded||||-||-||-|-|||-|-|-|-|-||-
Callaloo||Whole||||77||132||110|Moderate|||Excellent|110|132|132|Fair||Excellent
Cantaloupe||Local||||198||220||209|Scarce|||Excellent|-|-|-|-||-
Carrot||Local||||220||308||220|Moderate|||Excellent|132|176|176|Fair||Excellent
Cauliflower||Local||||660||660||660|Scarce|||Excellent|660|660|660|Fair||Excellent
Coco||Local||||-||-||-|-|||-|-|-|-|-||-
Cucumber||Local||||88||132||110|Moderate|||Excellent|132|176|132|Fair||Excellent
Dasheen||Local||||-||-||-|-|||-|-|-|-|-||-
Escallion||Local||||198||220||209|Moderate|||Excellent|264|288|264|Fair||Excellent
Ginger||Local||||220||330||275|Moderate|||Excellent|264|330|330|Fair||Excellent
Green Banana||Local||||33||44||38.5|Moderate|||Excellent|-|-|-|-||-
Gungo Peas||Dry||||-||-||-|-|||-|-|-|-|-||-
Gungo Peas||Green||||-||-||-|-|||-|-|-|-|-||-
Honeydew Melon||Local||||-||-||-|-|||-|-|-|-|-||-
Irish Potato||Local||||176||198||187|Scarce|||Excellent|132|220|154|Fair||Excellent
Lettuce||Iceberg (Local)||||110||154||154|Moderate|||Excellent|-|-|-|-||-
Lettuce||Other||||-||-||-|-|||-|-|-|-|-||-
Lettuce||Romaine (Local)||||220||330||275|Moderate|||Excellent|-|-|-|-||-
Okra||Local||||-||-||-|-|||-|-|-|-|-||-
Onion||Local||||-||-||-|-|||-|-|-|-|-||-
Pak Choi||Local||||66||88||66|Moderate|||Excellent|110|132|132|Fair||Excellent
Papaya||Local||||-||-||-|-|||-|-|-|-|-||-
Pepper||Scotch Bonnet||||440||550||495|Scarce|||Excellent|660|660|660|Fair||Excellent
Pepper||West Indian Red||||132||220||132|Moderate|||Excellent|-|-|-|-||-
Pineapple||Cow Boy||||-||-||-|-|||-|-|-|-|-||-
Pineapple||MD 2||||-||-||-|-|||-|-|-|-|-||-
Pineapple||Sugar Loaf||||-||-||-|-|||-|-|-|-|-||-
Plantain||Green||||55||66||60.5|Moderate|||Excellent|132|176|132|Fair||Excellent
Plantain||Ripe||||88||132||110|Moderate|||Excellent|-|-|-|-||-
Pumpkin||Local||||220||330||220|Scarce|||Excellent|132|132|132|Fair||Excellent
Sorrel||Local||||-||-||-|-|||-|-|-|-|-||-
String Bean||Local||||198||330||275|Scarce|||Excellent|132|176|132|Fair||Excellent
Sweet Pepper (Green)||Green House (Local)||||-||-||-|-|||-|-|-|-|-||-
