Ministry of Industry, Commerce, Agriculture & Fisheries|||||||||||"Kingston Metropolitan Region 
Retail Prices (J$/Kg)
Supermarket Prices for Produce: Week Ending April 03, 2021"|||||||||||||||||||||||||||
||||||||||||||||||||||||||||||||||||||
||||||||||||||||||||||||||||||||||||||
||||||||||||||||||||||||||||||||||||||
||||||||||||||||||||||||||||||||||||||
|||||||CROSS ROADS|||||"WATERLOO
ROAD"|||"NEW
KINGSTON"|||"HALF-WAY
TREE"||||"WASHINGTON
BOULEVARD"||"DUHANEY
PARK"||"BARBICAN
ROAD"||||CONSTANT SPRING|||HARBOUR VIEW||RED HILLS ROAD||PORTMORE|
||||||||||||||||||||||||||||||||||||||
Commodity|||Variety/Source|||||"
Sampars"||||"Mega
Mart"|||John R Wong|||||||"Shopper's
Fair"||"Shopper's
Fair"||||||||||"Shoppers
Fair"|Lee's Food |"Price
Smart"|"Mega
Mart"|
||||||||||Hi-Lo||||||||Brooklyn||Hi-Lo||||||Loshusan|||Hi-Lo||Hi-Lo|||||||Hi-Lo
||||||||||||||||||||||||||||||||||||||
||||||||||||||||||||||||||||||||||||||
||||||||||||||||||||||||||||||||||||||
Broccoli||||Imported||||2416||2332||1975|||1826.1|||1865.3||2332||2172.3||2409||1925|||2332||2332|||1799.97|1555.55|-|-|2332
||||||||||||||||||||||||||||||||||||||
||||||||||||||||||||||||||||||||||||||
||||||||||||||||||||||||||||||||||||||
Broccoli||||Local||||-||-||-|||-|||-||-||1650||-||1920|||-||-|||-|-|1259|-|-
||||||||||||||||||||||||||||||||||||||
||||||||||||||||||||||||||||||||||||||
Cabbage (Green)||||Local||||330||339||320|||330|||211.2||339||231||330||396|||339||339|||198|297.69|379|320|339
||||||||||||||||||||||||||||||||||||||
||||||||||||||||||||||||||||||||||||||
Cabbage (Red)||||Imported||||924||996||1220|||650|||877.2||996||-||-||687|||1245||996|||604|660|2299|1220|-
||||||||||||||||||||||||||||||||||||||
||||||||||||||||||||||||||||||||||||||
Cabbage (Red)||||Local||||-||-||-|||-|||-||-||-||-||-|||-||-|||-|-|-|-|-
||||||||||||||||||||||||||||||||||||||
||||||||||||||||||||||||||||||||||||||
Callaloo||||Shredded||||-||442.2||616|||462|||-||442.2||462||462||462|||442.2||402.6|||-|400.4|379|334|442.2
||||||||||||||||||||||||||||||||||||||
||||||||||||||||||||||||||||||||||||||
Callaloo||||Whole||||-||-||380|||330|||-||303||231||230.99||330|||303||229|||231|154|-|-|303
||||||||||||||||||||||||||||||||||||||
||||||||||||||||||||||||||||||||||||||
Cantaloupe||||Imported||||-||-||-|||-|||-||-||-||-||-|||-||-|||-|-|-|-|-
||||||||||||||||||||||||||||||||||||||
||||||||||||||||||||||||||||||||||||||
Cantaloupe||||Local||||-||-||350|||445|||443.27||517||429||329.98||660|||-||569|||-|496.05|389|550|438
||||||||||||||||||||||||||||||||||||||
||||||||||||||||||||||||||||||||||||||
Carrot||||Local||||797.5||677||650|||594|||613.76||677||594||593.98||660|||677||677|||594|555.55|629.28|650|677
||||||||||||||||||||||||||||||||||||||
||||||||||||||||||||||||||||||||||||||
